date,state,deathIncrease_cor
2020-08-15,DE,0.285714285714286
2020-08-16,DE,0.571428571428571
2020-08-17,DE,0.285714285714286
2020-08-18,DE,1
2020-08-19,DE,1
2020-08-20,DE,1
2020-08-21,DE,1.57142857142857
2020-08-22,DE,1.42857142857143
2020-08-23,DE,1.28571428571429
2020-08-24,DE,1.28571428571429
2020-08-25,DE,0.571428571428571
2020-08-26,DE,0.571428571428571
2020-08-27,DE,0.571428571428571
2020-08-28,DE,0.142857142857143
2020-08-29,DE,0.285714285714286
2020-08-30,DE,0.285714285714286
2020-08-31,DE,0.285714285714286
2020-09-01,DE,0.285714285714286
2020-09-02,DE,0.571428571428571
2020-09-03,DE,0.714285714285714
2020-09-04,DE,0.571428571428571
2020-09-05,DE,0.571428571428571
2020-09-06,DE,0.428571428571429
2020-09-07,DE,1
2020-09-08,DE,1
2020-09-09,DE,0.714285714285714
2020-09-10,DE,0.857142857142857
2020-09-11,DE,1.14285714285714
2020-09-12,DE,1.28571428571429
2020-09-13,DE,1.42857142857143
2020-09-14,DE,0.857142857142857
2020-09-15,DE,1
2020-09-16,DE,1.14285714285714
2020-09-17,DE,0.857142857142857
2020-09-18,DE,1.42857142857143
2020-09-19,DE,1.42857142857143
2020-09-20,DE,1.42857142857143
2020-09-21,DE,1.57142857142857
2020-09-22,DE,1.57142857142857
2020-09-23,DE,1.71428571428571
2020-09-24,DE,1.71428571428571
2020-09-25,DE,1
2020-09-26,DE,1
2020-09-27,DE,1
2020-09-28,DE,0.857142857142857
2020-09-29,DE,1.57142857142857
2020-09-30,DE,1.71428571428571
2020-10-01,DE,1.71428571428571
2020-10-02,DE,1.57142857142857
2020-10-03,DE,1.57142857142857
2020-10-04,DE,1.85714285714286
2020-10-05,DE,2.14285714285714
2020-10-06,DE,1.28571428571429
2020-10-07,DE,1.14285714285714
2020-10-08,DE,1.28571428571429
2020-10-09,DE,1.57142857142857
2020-10-10,DE,1.85714285714286
2020-10-11,DE,1.57142857142857
2020-10-12,DE,1.42857142857143
2020-10-13,DE,1.57142857142857
2020-10-14,DE,1.57142857142857
2020-10-15,DE,1.57142857142857
2020-10-16,DE,1.42857142857143
2020-10-17,DE,1.28571428571429
2020-10-18,DE,1.42857142857143
2020-10-19,DE,1.28571428571429
2020-10-20,DE,2.28571428571429
2020-10-21,DE,2.28571428571429
2020-10-22,DE,2.28571428571429
2020-10-23,DE,2.71428571428571
2020-10-24,DE,2.57142857142857
2020-10-25,DE,2.57142857142857
2020-10-26,DE,2.71428571428571
2020-10-27,DE,3.71428571428571
2020-10-28,DE,4
2020-10-29,DE,4.14285714285714
2020-10-30,DE,3.57142857142857
2020-10-31,DE,3.71428571428571
2020-11-01,DE,3.42857142857143
2020-11-02,DE,3.85714285714286
2020-11-03,DE,1.71428571428571
2020-11-04,DE,1.14285714285714
2020-11-05,DE,1.14285714285714
2020-11-06,DE,1.28571428571429
2020-11-07,DE,1.42857142857143
2020-11-08,DE,1.71428571428571
2020-11-09,DE,2.28571428571429
2020-11-10,DE,2.57142857142857
2020-11-11,DE,2.85714285714286
2020-11-12,DE,2.57142857142857
2020-11-13,DE,2.42857142857143
2020-11-14,DE,2.42857142857143
2020-11-15,DE,2.57142857142857
2020-11-16,DE,1.42857142857143
2020-11-17,DE,1.71428571428571
2020-11-18,DE,1.42857142857143
2020-11-19,DE,1.71428571428571
2020-11-20,DE,2.28571428571429
2020-11-21,DE,2.57142857142857
2020-11-22,DE,2.57142857142857
2020-11-23,DE,2.71428571428571
2020-11-24,DE,2.42857142857143
2020-11-25,DE,2.42857142857143
2020-11-26,DE,3.14285714285714
2020-11-27,DE,2.85714285714286
2020-11-28,DE,2.85714285714286
2020-11-29,DE,2.71428571428571
2020-11-30,DE,2.57142857142857
2020-12-01,DE,2.71428571428571
2020-12-02,DE,2.71428571428571
2020-12-03,DE,3.28571428571429
2020-12-04,DE,3
2020-12-05,DE,3.71428571428571
2020-12-06,DE,3.42857142857143
2020-12-07,DE,3.85714285714286
2020-12-08,DE,3.57142857142857
2020-12-09,DE,4.71428571428571
2020-12-10,DE,3.28571428571429
2020-12-11,DE,3.28571428571429
2020-12-12,DE,3.28571428571429
2020-12-13,DE,4.28571428571428
2020-12-14,DE,5.57142857142857
2020-12-15,DE,6.71428571428571
2020-12-16,DE,6.14285714285714
2020-12-17,DE,6.57142857142857
2020-12-18,DE,7.85714285714286
2020-12-19,DE,6.57142857142857
2020-12-20,DE,5.57142857142857
2020-12-21,DE,6.14285714285714
2020-12-22,DE,5.28571428571429
2020-12-23,DE,5.28571428571429
2020-12-24,DE,5
2020-12-25,DE,3.85714285714286
2020-12-26,DE,3.71428571428571
2020-12-27,DE,7
2020-12-28,DE,5.42857142857143
2020-12-29,DE,5.57142857142857
2020-12-30,DE,5
2020-12-31,DE,4.71428571428571
2021-01-01,DE,5.57142857142857
2021-01-02,DE,7
2021-01-03,DE,3.71428571428571
2021-01-04,DE,3.28571428571429
2021-01-05,DE,3.85714285714286
2021-01-06,DE,5.57142857142857
2021-01-07,DE,6
2021-01-08,DE,7
2021-01-09,DE,6.28571428571428
2021-01-10,DE,6.71428571428571
2021-01-11,DE,6.57142857142857
2021-01-12,DE,6.42857142857143
2021-01-13,DE,6.71428571428571
2021-01-14,DE,6.28571428571428
2021-01-15,DE,4.28571428571428
2021-01-16,DE,4.28571428571429
2021-01-17,DE,4.57142857142857
2021-01-18,DE,4.57142857142857
2021-01-19,DE,3.57142857142857
2021-01-20,DE,2.85714285714286
2021-01-21,DE,3.57142857142857
2021-01-22,DE,4.71428571428572
2021-01-23,DE,6.28571428571429
2021-01-24,DE,6.57142857142857
2021-01-25,DE,6.85714285714286
2021-01-26,DE,7.28571428571428
2021-01-27,DE,6.42857142857143
2021-01-28,DE,7
2021-01-29,DE,7.42857142857143
2021-01-30,DE,6.14285714285714
2021-01-31,DE,8.28571428571428
2021-02-01,DE,8.57142857142857
2021-02-02,DE,16.1428571428571
2021-02-03,DE,17.2857142857143
2021-02-04,DE,16.8571428571429
2021-02-05,DE,15.2857142857143
2021-02-06,DE,16.1428571428571
2021-02-07,DE,15.3061224489796
2021-02-08,DE,16.8979591836735
2021-02-09,DE,11.2040816326531
2020-01-29,FL,0
2020-01-30,FL,0
2020-01-31,FL,0
2020-02-01,FL,0
2020-02-02,FL,0
2020-02-03,FL,0
2020-02-04,FL,0
2020-02-05,FL,0
2020-02-06,FL,0
2020-02-07,FL,0
2020-02-08,FL,0
2020-02-09,FL,0
2020-02-10,FL,0
2020-02-11,FL,0
2020-02-12,FL,0
2020-02-13,FL,0
2020-02-14,FL,0
2020-02-15,FL,0
2020-02-16,FL,0
2020-02-17,FL,0
2020-02-18,FL,0
2020-02-19,FL,0
2020-02-20,FL,0
2020-02-21,FL,0
2020-02-22,FL,0
2020-02-23,FL,0
2020-02-24,FL,0
2020-02-25,FL,0
2020-02-26,FL,0
2020-02-27,FL,0
2020-02-28,FL,0
2020-02-29,FL,0
2020-03-01,FL,0
2020-03-02,FL,0
2020-03-03,FL,0
2020-03-04,FL,0
2020-03-05,FL,0
2020-03-06,FL,0
2020-03-07,FL,0
2020-03-08,FL,0.285714285714286
2020-03-09,FL,0.285714285714286
2020-03-10,FL,0.285714285714286
2020-03-11,FL,0.428571428571429
2020-03-12,FL,0.571428571428572
2020-03-13,FL,0.571428571428572
2020-03-14,FL,0.857142857142857
2020-03-15,FL,0.714285714285714
2020-03-16,FL,0.857142857142857
2020-03-17,FL,1.14285714285714
2020-03-18,FL,1.28571428571429
2020-03-19,FL,1.28571428571429
2020-03-20,FL,1.42857142857143
2020-03-21,FL,1.71428571428571
2020-03-22,FL,2.14285714285714
2020-03-23,FL,2.85714285714286
2020-03-24,FL,3.42857142857143
2020-03-25,FL,6
2020-03-26,FL,6.14285714285714
2020-03-27,FL,7
2020-03-28,FL,8.42857142857143
2020-03-29,FL,9.28571428571428
2020-03-30,FL,14.2857142857143
2020-03-31,FL,18.4285714285714
2020-04-01,FL,19.5714285714286
2020-04-02,FL,23.1428571428571
2020-04-03,FL,24.7142857142857
2020-04-04,FL,31.2857142857143
2020-04-05,FL,31.7142857142857
2020-04-06,FL,32.2857142857143
2020-04-07,FL,32.4285714285714
2020-04-08,FL,35.2857142857143
2020-04-09,FL,35.2857142857143
2020-04-10,FL,35.2857142857143
2020-04-11,FL,34.4285714285714
2020-04-12,FL,42.8571428571429
2020-04-13,FL,41.7142857142857
2020-04-14,FL,44.1428571428571
2020-04-15,FL,45.1428571428571
2020-04-16,FL,45.1428571428571
2020-04-17,FL,46.1428571428571
2020-04-18,FL,45.5714285714286
2020-04-19,FL,43
2020-04-20,FL,47.5714285714286
2020-04-21,FL,47.4285714285714
2020-04-22,FL,45.8571428571428
2020-04-23,FL,44.7142857142857
2020-04-24,FL,42.1428571428571
2020-04-25,FL,42.5714285714286
2020-04-26,FL,47.1428571428571
2020-04-27,FL,44.4285714285714
2020-04-28,FL,40.4285714285714
2020-04-29,FL,44.7142857142857
2020-04-30,FL,44.1428571428571
2020-05-01,FL,46
2020-05-02,FL,54.5714285714286
2020-05-03,FL,52.1428571428571
2020-05-04,FL,53.8571428571429
2020-05-05,FL,60.5714285714286
2020-05-06,FL,56.7142857142857
2020-05-07,FL,55.4285714285714
2020-05-08,FL,54.5714285714286
2020-05-09,FL,44.7142857142857
2020-05-10,FL,41.8571428571429
2020-05-11,FL,40.1428571428571
2020-05-12,FL,36.1428571428571
2020-05-13,FL,36.4285714285714
2020-05-14,FL,36.8571428571429
2020-05-15,FL,38.2857142857143
2020-05-16,FL,40
2020-05-17,FL,39.2857142857143
2020-05-18,FL,39.1428571428571
2020-05-19,FL,39.5714285714286
2020-05-20,FL,38.8571428571428
2020-05-21,FL,38.1428571428571
2020-05-22,FL,36.8571428571429
2020-05-23,FL,29.8571428571429
2020-05-24,FL,32.4285714285714
2020-05-25,FL,32
2020-05-26,FL,32.4285714285714
2020-05-27,FL,31.1428571428571
2020-05-28,FL,31.1428571428571
2020-05-29,FL,30.2857142857143
2020-05-30,FL,39.2857142857143
2020-05-31,FL,35.7142857142857
2020-06-01,FL,35
2020-06-02,FL,35.7142857142857
2020-06-03,FL,34.7142857142857
2020-06-04,FL,36
2020-06-05,FL,36.4285714285714
2020-06-06,FL,34
2020-06-07,FL,34.1428571428571
2020-06-08,FL,35.2857142857143
2020-06-09,FL,31.7142857142857
2020-06-10,FL,34.7142857142857
2020-06-11,FL,33.7142857142857
2020-06-12,FL,33.1428571428571
2020-06-13,FL,33.4285714285714
2020-06-14,FL,31.5714285714286
2020-06-15,FL,30.8571428571429
2020-06-16,FL,32.8571428571429
2020-06-17,FL,31.5714285714286
2020-06-18,FL,33.1428571428571
2020-06-19,FL,33.7142857142857
2020-06-20,FL,35.4285714285714
2020-06-21,FL,38.1428571428571
2020-06-22,FL,38.4285714285714
2020-06-23,FL,38.1428571428571
2020-06-24,FL,36
2020-06-25,FL,37.7142857142857
2020-06-26,FL,40
2020-06-27,FL,38.7142857142857
2020-06-28,FL,39
2020-06-29,FL,42.1428571428571
2020-06-30,FL,45.8571428571429
2020-07-01,FL,44.8571428571429
2020-07-02,FL,44.8571428571429
2020-07-03,FL,47.7142857142857
2020-07-04,FL,48.4285714285714
2020-07-05,FL,48.7142857142857
2020-07-06,FL,56.1428571428571
2020-07-07,FL,59.7142857142857
2020-07-08,FL,71.1428571428571
2020-07-09,FL,73.4285714285714
2020-07-10,FL,71.5714285714286
2020-07-11,FL,81.5714285714286
2020-07-12,FL,90.7142857142857
2020-07-13,FL,95.8571428571429
2020-07-14,FL,101.285714285714
2020-07-15,FL,100.142857142857
2020-07-16,FL,106.428571428571
2020-07-17,FL,114.571428571429
2020-07-18,FL,115
2020-07-19,FL,119
2020-07-20,FL,121.428571428571
2020-07-21,FL,122.285714285714
2020-07-22,FL,127.428571428571
2020-07-23,FL,125.857142857143
2020-07-24,FL,123.714285714286
2020-07-25,FL,131.571428571429
2020-07-26,FL,142.571428571429
2020-07-27,FL,153.857142857143
2020-07-28,FL,171.142857142857
2020-07-29,FL,178.571428571429
2020-07-30,FL,176.285714285714
2020-07-31,FL,175.714285714286
2020-08-01,FL,183.714285714286
2020-08-02,FL,184.857142857143
2020-08-03,FL,166
2020-08-04,FL,155
2020-08-05,FL,156.285714285714
2020-08-06,FL,158.428571428571
2020-08-07,FL,161.285714285714
2020-08-08,FL,165.571428571429
2020-08-09,FL,163.857142857143
2020-08-10,FL,168
2020-08-11,FL,175
2020-08-12,FL,177.428571428571
2020-08-13,FL,181.714285714286
2020-08-14,FL,180.857142857143
2020-08-15,FL,172.571428571429
2020-08-16,FL,167
2020-08-17,FL,162.714285714286
2020-08-18,FL,146.857142857143
2020-08-19,FL,133
2020-08-20,FL,125
2020-08-21,FL,122.857142857143
2020-08-22,FL,117.714285714286
2020-08-23,FL,115
2020-08-24,FL,117.857142857143
2020-08-25,FL,113.571428571429
2020-08-26,FL,119.714285714286
2020-08-27,FL,114.428571428571
2020-08-28,FL,113.857142857143
2020-08-29,FL,114.857142857143
2020-08-30,FL,111.285714285714
2020-08-31,FL,112.714285714286
2020-09-01,FL,114.857142857143
2020-09-02,FL,102
2020-09-03,FL,105.428571428571
2020-09-04,FL,98.8571428571428
2020-09-05,FL,78
2020-09-06,FL,88.2857142857143
2020-09-07,FL,97.4285714285714
2020-09-08,FL,107.857142857143
2020-09-09,FL,113.285714285714
2020-09-10,FL,109
2020-09-11,FL,111
2020-09-12,FL,125.571428571429
2020-09-13,FL,118.714285714286
2020-09-14,FL,109.285714285714
2020-09-15,FL,104.142857142857
2020-09-16,FL,99.1428571428571
2020-09-17,FL,99.2857142857143
2020-09-18,FL,97.1428571428571
2020-09-19,FL,90.4285714285714
2020-09-20,FL,97.4285714285714
2020-09-21,FL,102
2020-09-22,FL,99.4285714285714
2020-09-23,FL,105.714285714286
2020-09-24,FL,106.142857142857
2020-09-25,FL,103.857142857143
2020-09-26,FL,104.857142857143
2020-09-27,FL,100.857142857143
2020-09-28,FL,94
2020-09-29,FL,92.4285714285714
2020-09-30,FL,87.5714285714286
2020-10-01,FL,91.8571428571429
2020-10-02,FL,97
2020-10-03,FL,90.2857142857143
2020-10-04,FL,85.1428571428571
2020-10-05,FL,90.7142857142857
2020-10-06,FL,91.7142857142857
2020-10-07,FL,81.2857142857143
2020-10-08,FL,101
2020-10-09,FL,101.857142857143
2020-10-10,FL,111
2020-10-11,FL,100.571428571429
2020-10-12,FL,96.8571428571428
2020-10-13,FL,94
2020-10-14,FL,106.571428571429
2020-10-15,FL,88
2020-10-16,FL,89
2020-10-17,FL,83.7142857142857
2020-10-18,FL,74.2857142857143
2020-10-19,FL,76.8571428571429
2020-10-20,FL,73.4285714285714
2020-10-21,FL,71.7142857142857
2020-10-22,FL,66.2857142857143
2020-10-23,FL,61.4285714285714
2020-10-24,FL,57.2857142857143
2020-10-25,FL,66.7142857142857
2020-10-26,FL,54.8571428571429
2020-10-27,FL,54.7142857142857
2020-10-28,FL,49.8571428571428
2020-10-29,FL,52.1428571428571
2020-10-30,FL,55.8571428571428
2020-10-31,FL,55.7142857142857
2020-11-01,FL,50.8571428571429
2020-11-02,FL,45.1428571428571
2020-11-03,FL,42.4285714285714
2020-11-04,FL,48.8571428571428
2020-11-05,FL,48
2020-11-06,FL,49.7142857142857
2020-11-07,FL,51.5714285714286
2020-11-08,FL,54.4285714285714
2020-11-09,FL,59.2857142857143
2020-11-10,FL,62.1428571428572
2020-11-11,FL,56.1428571428572
2020-11-12,FL,57.2857142857143
2020-11-13,FL,54.8571428571428
2020-11-14,FL,57.2857142857143
2020-11-15,FL,62.4285714285714
2020-11-16,FL,63.5714285714286
2020-11-17,FL,64.4285714285714
2020-11-18,FL,64
2020-11-19,FL,68.5714285714286
2020-11-20,FL,76.4285714285714
2020-11-21,FL,74.5714285714286
2020-11-22,FL,76.1428571428572
2020-11-23,FL,64.5714285714286
2020-11-24,FL,69.4285714285714
2020-11-25,FL,75
2020-11-26,FL,74.5714285714286
2020-11-27,FL,74.8571428571428
2020-11-28,FL,76.1428571428571
2020-11-29,FL,75.7142857142857
2020-11-30,FL,90
2020-12-01,FL,91.4285714285714
2020-12-02,FL,92.8571428571429
2020-12-03,FL,98.1428571428571
2020-12-04,FL,99.2857142857143
2020-12-05,FL,101.571428571429
2020-12-06,FL,100.571428571429
2020-12-07,FL,105.571428571429
2020-12-08,FL,105.857142857143
2020-12-09,FL,103.142857142857
2020-12-10,FL,101.428571428571
2020-12-11,FL,106
2020-12-12,FL,105.428571428571
2020-12-13,FL,110.571428571429
2020-12-14,FL,106.142857142857
2020-12-15,FL,101.857142857143
2020-12-16,FL,102.142857142857
2020-12-17,FL,104
2020-12-18,FL,100.714285714286
2020-12-19,FL,98.1428571428571
2020-12-20,FL,97.5714285714286
2020-12-21,FL,100.142857142857
2020-12-22,FL,86.4285714285714
2020-12-23,FL,96.1428571428571
2020-12-24,FL,93.2857142857143
2020-12-25,FL,91
2020-12-26,FL,95.1428571428571
2020-12-27,FL,97.7142857142857
2020-12-28,FL,99.2857142857143
2020-12-29,FL,99.2857142857143
2020-12-30,FL,110.428571428571
2020-12-31,FL,113.714285714286
2021-01-01,FL,114.571428571429
2021-01-02,FL,113.857142857143
2021-01-03,FL,112.857142857143
2021-01-04,FL,118.142857142857
2021-01-05,FL,145.857142857143
2021-01-06,FL,134.285714285714
2021-01-07,FL,135.857142857143
2021-01-08,FL,144.142857142857
2021-01-09,FL,152.857142857143
2021-01-10,FL,158.857142857143
2021-01-11,FL,166.285714285714
2021-01-12,FL,165.428571428571
2021-01-13,FL,175.714285714286
2021-01-14,FL,179.142857142857
2021-01-15,FL,176.142857142857
2021-01-16,FL,176.428571428571
2021-01-17,FL,172.285714285714
2021-01-18,FL,163.857142857143
2021-01-19,FL,176.571428571429
2021-01-20,FL,168.714285714286
2021-01-21,FL,168.285714285714
2021-01-22,FL,170.285714285714
2021-01-23,FL,180
2021-01-24,FL,183.428571428571
2021-01-25,FL,189.714285714286
2021-01-26,FL,182.857142857143
2021-01-27,FL,176.285714285714
2021-01-28,FL,174.571428571429
2021-01-29,FL,182.857142857143
2021-01-30,FL,169.857142857143
2021-01-31,FL,174.714285714286
2021-02-01,FL,177.428571428571
2021-02-02,FL,175.428571428571
2021-02-03,FL,180.428571428571
2021-02-04,FL,178
2021-02-05,FL,165.428571428571
2021-02-06,FL,179.571428571429
2021-02-07,FL,176.224489795918
2021-02-08,FL,169.591836734694
2021-02-09,FL,164.530612244898
2020-03-04,GA,0
2020-03-05,GA,0
2020-03-06,GA,0
2020-03-07,GA,0
2020-03-08,GA,0
2020-03-09,GA,0
2020-03-10,GA,0.142857142857143
2020-03-11,GA,0.142857142857143
2020-03-12,GA,0.142857142857143
2020-03-13,GA,0.142857142857143
2020-03-14,GA,0.142857142857143
2020-03-15,GA,0.142857142857143
2020-03-16,GA,1.42857142857143
2020-03-17,GA,1.71428571428571
2020-03-18,GA,1.85714285714286
2020-03-19,GA,3.14285714285714
2020-03-20,GA,3.42857142857143
2020-03-21,GA,4.42857142857143
2020-03-22,GA,5.57142857142857
2020-03-23,GA,5.42857142857143
2020-03-24,GA,7.28571428571429
2020-03-25,GA,7.85714285714286
2020-03-26,GA,8.14285714285714
2020-03-27,GA,8.85714285714286
2020-03-28,GA,11.2857142857143
2020-03-29,GA,14.1428571428571
2020-03-30,GA,16.4285714285714
2020-03-31,GA,17.1428571428571
2020-04-01,GA,18.8571428571429
2020-04-02,GA,18.7142857142857
2020-04-03,GA,20.2857142857143
2020-04-04,GA,31.1428571428571
2020-04-05,GA,31.8571428571429
2020-04-06,GA,30.8571428571429
2020-04-07,GA,33.1428571428571
2020-04-08,GA,32.4285714285714
2020-04-09,GA,31.7142857142857
2020-04-10,GA,33.5714285714286
2020-04-11,GA,24.5714285714286
2020-04-12,GA,27.1428571428571
2020-04-13,GA,29.7142857142857
2020-04-14,GA,33.4285714285714
2020-04-15,GA,35
2020-04-16,GA,36.2857142857143
2020-04-17,GA,38.4285714285714
2020-04-18,GA,42.5714285714286
2020-04-19,GA,40.5714285714286
2020-04-20,GA,40.7142857142857
2020-04-21,GA,34.5714285714286
2020-04-22,GA,33
2020-04-23,GA,32.1428571428571
2020-04-24,GA,34
2020-04-25,GA,32.4285714285714
2020-04-26,GA,36.7142857142857
2020-04-27,GA,35.4285714285714
2020-04-28,GA,37.4285714285714
2020-04-29,GA,38.5714285714286
2020-04-30,GA,37.8571428571429
2020-05-01,GA,35.8571428571429
2020-05-02,GA,37.4285714285714
2020-05-03,GA,31.1428571428571
2020-05-04,GA,30.8571428571429
2020-05-05,GA,31.8571428571428
2020-05-06,GA,32.2857142857143
2020-05-07,GA,32.5714285714286
2020-05-08,GA,31.2857142857143
2020-05-09,GA,24.7142857142857
2020-05-10,GA,27.7142857142857
2020-05-11,GA,27.2857142857143
2020-05-12,GA,25.7142857142857
2020-05-13,GA,27.4285714285714
2020-05-14,GA,28.7142857142857
2020-05-15,GA,28.7142857142857
2020-05-16,GA,29
2020-05-17,GA,26
2020-05-18,GA,32.4285714285714
2020-05-19,GA,32.5714285714286
2020-05-20,GA,31.2857142857143
2020-05-21,GA,31.1428571428571
2020-05-22,GA,26.8571428571429
2020-05-23,GA,29.5714285714286
2020-05-24,GA,31.4285714285714
2020-05-25,GA,29.7142857142857
2020-05-26,GA,27
2020-05-27,GA,27.4285714285714
2020-05-28,GA,31.1428571428571
2020-05-29,GA,34.8571428571429
2020-05-30,GA,33
2020-05-31,GA,30.8571428571429
2020-06-01,GA,26.4285714285714
2020-06-02,GA,28.5714285714286
2020-06-03,GA,24.4285714285714
2020-06-04,GA,19.7142857142857
2020-06-05,GA,19.1428571428571
2020-06-06,GA,26.1428571428571
2020-06-07,GA,29.4285714285714
2020-06-08,GA,32.5714285714286
2020-06-09,GA,34.8571428571428
2020-06-10,GA,38.8571428571429
2020-06-11,GA,38.7142857142857
2020-06-12,GA,40.8571428571429
2020-06-13,GA,34.8571428571429
2020-06-14,GA,35.1428571428571
2020-06-15,GA,32.8571428571429
2020-06-16,GA,31.1428571428571
2020-06-17,GA,28
2020-06-18,GA,27.4285714285714
2020-06-19,GA,22
2020-06-20,GA,22.7142857142857
2020-06-21,GA,17.5714285714286
2020-06-22,GA,20
2020-06-23,GA,19.1428571428571
2020-06-24,GA,19.1428571428571
2020-06-25,GA,19.2857142857143
2020-06-26,GA,19.4285714285714
2020-06-27,GA,16.7142857142857
2020-06-28,GA,18.4285714285714
2020-06-29,GA,14.8571428571429
2020-06-30,GA,12.2857142857143
2020-07-01,GA,11.5714285714286
2020-07-02,GA,11.7142857142857
2020-07-03,GA,13.4285714285714
2020-07-04,GA,13.4285714285714
2020-07-05,GA,13.5714285714286
2020-07-06,GA,11.5714285714286
2020-07-07,GA,15.5714285714286
2020-07-08,GA,19.8571428571429
2020-07-09,GA,20.1428571428571
2020-07-10,GA,21.1428571428571
2020-07-11,GA,22.1428571428571
2020-07-12,GA,24.1428571428571
2020-07-13,GA,24.8571428571429
2020-07-14,GA,23.8571428571429
2020-07-15,GA,24.5714285714286
2020-07-16,GA,24.5714285714286
2020-07-17,GA,21.4285714285714
2020-07-18,GA,28.5714285714286
2020-07-19,GA,34.8571428571429
2020-07-20,GA,36.5714285714286
2020-07-21,GA,44.2857142857143
2020-07-22,GA,46.7142857142857
2020-07-23,GA,46.4285714285714
2020-07-24,GA,47.5714285714286
2020-07-25,GA,44.1428571428571
2020-07-26,GA,43.8571428571429
2020-07-27,GA,44.4285714285714
2020-07-28,GA,44.2857142857143
2020-07-29,GA,47.1428571428571
2020-07-30,GA,48.8571428571429
2020-07-31,GA,47.5714285714286
2020-08-01,GA,51.1428571428571
2020-08-02,GA,48.8571428571429
2020-08-03,GA,50.7142857142857
2020-08-04,GA,52.1428571428571
2020-08-05,GA,51.5714285714286
2020-08-06,GA,51.2857142857143
2020-08-07,GA,55.2857142857143
2020-08-08,GA,61.4285714285714
2020-08-09,GA,67.4285714285714
2020-08-10,GA,73.1428571428571
2020-08-11,GA,65.1428571428571
2020-08-12,GA,69
2020-08-13,GA,71.8571428571429
2020-08-14,GA,71.1428571428571
2020-08-15,GA,63.2857142857143
2020-08-16,GA,56.1428571428571
2020-08-17,GA,52.2857142857143
2020-08-18,GA,60.7142857142857
2020-08-19,GA,60.4285714285714
2020-08-20,GA,61.4285714285714
2020-08-21,GA,61.2857142857143
2020-08-22,GA,66.8571428571429
2020-08-23,GA,66
2020-08-24,GA,69.8571428571428
2020-08-25,GA,67.5714285714286
2020-08-26,GA,69.1428571428571
2020-08-27,GA,67.4285714285714
2020-08-28,GA,68
2020-08-29,GA,67.2857142857143
2020-08-30,GA,69.1428571428571
2020-08-31,GA,67.8571428571429
2020-09-01,GA,65.7142857142857
2020-09-02,GA,57.2857142857143
2020-09-03,GA,61.8571428571428
2020-09-04,GA,58.8571428571428
2020-09-05,GA,48.1428571428571
2020-09-06,GA,47.5714285714286
2020-09-07,GA,48
2020-09-08,GA,45
2020-09-09,GA,44.2857142857143
2020-09-10,GA,42.2857142857143
2020-09-11,GA,44.1428571428571
2020-09-12,GA,46.8571428571429
2020-09-13,GA,41.5714285714286
2020-09-14,GA,38.5714285714286
2020-09-15,GA,41.5714285714286
2020-09-16,GA,44.5714285714286
2020-09-17,GA,38.4285714285714
2020-09-18,GA,35.8571428571429
2020-09-19,GA,39.8571428571429
2020-09-20,GA,50.5714285714286
2020-09-21,GA,49.7142857142857
2020-09-22,GA,48.1428571428571
2020-09-23,GA,45
2020-09-24,GA,49.1428571428571
2020-09-25,GA,51
2020-09-26,GA,45.2857142857143
2020-09-27,GA,35.4285714285714
2020-09-28,GA,34.4285714285714
2020-09-29,GA,33.1428571428571
2020-09-30,GA,31.4285714285714
2020-10-01,GA,30.8571428571429
2020-10-02,GA,33
2020-10-03,GA,33.5714285714286
2020-10-04,GA,34
2020-10-05,GA,33
2020-10-06,GA,34.5714285714286
2020-10-07,GA,37
2020-10-08,GA,36.2857142857143
2020-10-09,GA,33.8571428571428
2020-10-10,GA,32.1428571428571
2020-10-11,GA,30.1428571428571
2020-10-12,GA,28.2857142857143
2020-10-13,GA,29.7142857142857
2020-10-14,GA,30.5714285714286
2020-10-15,GA,31.7142857142857
2020-10-16,GA,32.5714285714286
2020-10-17,GA,31.4285714285714
2020-10-18,GA,33.4285714285714
2020-10-19,GA,33.8571428571429
2020-10-20,GA,30
2020-10-21,GA,28.7142857142857
2020-10-22,GA,24.4285714285714
2020-10-23,GA,24.2857142857143
2020-10-24,GA,24.2857142857143
2020-10-25,GA,24.5714285714286
2020-10-26,GA,27.7142857142857
2020-10-27,GA,27
2020-10-28,GA,24.4285714285714
2020-10-29,GA,24.5714285714286
2020-10-30,GA,24.5714285714286
2020-10-31,GA,90.7142857142857
2020-11-01,GA,92.2857142857143
2020-11-02,GA,93.5714285714286
2020-11-03,GA,93.2857142857143
2020-11-04,GA,95.4285714285714
2020-11-05,GA,95.2857142857143
2020-11-06,GA,96.8571428571429
2020-11-07,GA,35.8571428571429
2020-11-08,GA,40.5714285714286
2020-11-09,GA,43.2857142857143
2020-11-10,GA,42.4285714285714
2020-11-11,GA,44.1428571428571
2020-11-12,GA,44.1428571428571
2020-11-13,GA,41.4285714285714
2020-11-14,GA,39.7142857142857
2020-11-15,GA,37
2020-11-16,GA,31.5714285714286
2020-11-17,GA,33.8571428571428
2020-11-18,GA,31.8571428571429
2020-11-19,GA,34.4285714285714
2020-11-20,GA,35.4285714285714
2020-11-21,GA,30.4285714285714
2020-11-22,GA,33.1428571428571
2020-11-23,GA,33.4285714285714
2020-11-24,GA,34
2020-11-25,GA,35
2020-11-26,GA,34.8571428571429
2020-11-27,GA,33.8571428571429
2020-11-28,GA,42
